ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
1055510	88	E	10	5		7.346	32.758	38.329958	-120.907369	.886	CH	1	 W/O West Jct Rte 104				
1055610	88	W	10	5		7.346	32.758	38.329958	-120.907369	.886	CH	1	 W/O West Jct Rte 104				
1055710	88	E	10	5		7.404	32.816	38.330248	-120.906369	.972	CH	1	 E/O West Jct Rte 104				
1055810	88	W	10	5		7.404	32.816	38.330248	-120.906369	.972	CH	1	 E/O West Jct Rte 104				
1055910	104	E	10	5		R8.199	25.887	38.356172	-120.832428	4.188	CH	1	 W/O Jct Rte 88				
1056010	104	W	10	5		R8.199	25.887	38.356172	-120.832428	4.188	CH	1	 W/O Jct Rte 88				
1056110	26	E	10	5		4.587	62.056	38.415665	-120.609269	2.557	CH	1	 W/O Jct Rte 88				
1056210	26	W	10	5		4.587	62.056	38.415665	-120.609269	2.557	CH	1	 W/O Jct Rte 88				
1056310	88	E	10	5		R26.748	52.118	38.415103	-120.611137	2.528	CH	1	 W/O Jct Rte 26				
1056410	88	W	10	5		R26.748	52.118	38.415103	-120.611137	2.528	CH	1	 W/O Jct Rte 26				
1056510	88	E	10	5		R26.804	52.174	38.415587	-120.610338	2.528	CH	1	 E/O Jct Rte 26				
1056610	88	W	10	5		R26.804	52.174	38.415587	-120.610338	2.528	CH	1	 E/O Jct Rte 26				
1056710	26	E	10	77		1.272	.162	37.971065	-121.242919	2.517	CH	2	 E/O Jct Rte 99				
1056810	26	W	10	77		1.272	.162	37.971065	-121.242919	2.517	CH	2	 E/O Jct Rte 99				
1056910	120	W	10	77		R0.914	.421	37.790317	-121.29528	.187	ML	2	Mossdale E/O Jct I-5				
1057010	120	E	10	77		R0.914	.421	37.789367	-121.297621	2.126	ML	2	Mossdale E/O Jct I-5				
1057110	205	E	10	77		R12.195	13.125	37.766382	-121.338534	.272	ML	3	E/O Tom Paine Slough				
1057210	205	W	10	77		R12.195	13.125	37.765966	-121.345692	.961	ML	3	E/O Tom Paine Slough				
1057310	205	E	10	77		R12.485	13.415	37.766904	-121.333012	.425	ML	3	W/O Paradise Cut Bridge				
1057410	205	W	10	77		R12.485	13.415	37.76645	-121.340992	1.058	ML	3	W/O Paradise Cut Bridge				
1057510	99	S	10	99	48354	R22.285	233.32	37.70595	-121.077718	.44	ML	3	 N/O Off Ramp to Pelandale Ave				
1057610	99	N	10	99	48354	R22.285	233.345	37.706105	-121.077508	1.282	ML	3	 N/O Off Ramp to Pelandale Ave				
1057710	99	S	10	99	48354	R21.709	232.744	37.699499	-121.071068	.532	ML	3	 N/O On Ramp from Pelandale Ave				
1057810	99	N	10	99	48354	R21.709	232.769	37.699653	-121.070848	.532	ML	3	 N/O On Ramp from Pelandale Ave				
1057910	99	S	10	99		R21.221	232.256	37.693625	-121.066125	2.709	ML	3	 S/O On Ramp from Pelandale Ave				
1058010	99	N	10	99	48354	R21.221	232.281	37.693778	-121.065899	2.709	ML	3	 S/O On Ramp from Pelandale Ave				
1058110	99	S	10	47		R35.776	209.201	37.451211	-120.798511	.371	ML	2	 S/O Off Ramp to Bradbury Rd				
1058210	99	N	10	47		R35.776	209.226	37.451282	-120.798183	.407	ML	2	 S/O Off Ramp to Bradbury Rd				
1058310	99	S	10	47		R35.297	208.722	37.446105	-120.792797	.488	ML	2	 S/O On Ramp from Bradbury Rd				
1058410	99	N	10	47		R35.297	208.747	37.44615	-120.792449	.488	ML	2	 S/O On Ramp from Bradbury Rd				
1058510	99	N	10	99		R13.764	224.824	37.615305	-120.981547	.642	ML	3	 N/O Off Ramp to 9th St				
1058610	99	S	10	99		R13.764	224.799	37.615174	-120.981729	.642	ML	3	 N/O Off Ramp to 9th St				
1058710	99	N	10	99		R14.548	225.608	37.619629	-120.994329	.474	ML	3	 N/O Crows Landing Rd OC				
1058810	99	S	10	99		R14.548	225.583	37.6195	-120.994465	.474	ML	3	 N/O Crows Landing Rd OC				
1058910	99	N	10	99		R14.711	225.771	37.621775	-120.995421	.87	ML	3	 S/O Tuolumne Bridge				
1059010	99	S	10	99		R14.711	225.746	37.621628	-120.995671	.871	ML	3	 S/O Tuolumne Bridge				
1059110	99	S	10	47		R36.065	209.49	37.454421	-120.802169	1.322	ML	2	S/O On Ramp from Golden State Bl				
1059210	205	W	10	77	80238	R7.541	8.471	37.763078	-121.425324	.27	ML	3	E/O Holly Drive OC				
1059310	205	E	10	77		R11.94	12.87	37.765886	-121.343385	.165	ML	3	E/O Tom Paine Slough				
1059410	99	N	10	77	61026	0.674	236.484	37.737528	-121.118373		FR	1	 Off Ramp to Main St				
1059510	99	N	10	77	61026	0.793	236.603	37.738783	-121.119875		OR	1	On Ramp from Main St				
1059610	99	N	10	77	61026	1.47	237.28	37.744663	-121.129793	.404	ML	3	 N/O Off Ramp to Milgeo Ave				
1059710	99	N	10	77	61026	1.47	237.28	37.744663	-121.129793		FR	1	 Off Ramp to Milgeo Ave				
1059810	99	N	10	77	61026	1.603	237.413	37.745822	-121.131753	.105	ML	3	 S/O On Ramp from Milgeo Ave				
1059910	99	N	10	77	61026	1.603	237.413	37.745822	-121.131753		OR	1	 On Ramp from Milgeo Ave				
1060010	99	N	10	77		2.145	237.955	37.750867	-121.139368	.394	ML	3	 N/O Off Ramp to Jack Tone Rd				
1060110	99	N	10	77		2.145	237.955	37.750867	-121.139368		FR	1	 Off Ramp to Jack Tone Rd				
1060210	99	N	10	77		2.5	238.31	37.753964	-121.144475	.502	ML	3	 S/O On Ramp from Jack Tone Rd				
1060310	99	N	10	77		2.5	238.31	37.753964	-121.144475		OR	1	 On Ramp from Jack Tone Rd				
1060410	99	N	10	77		4.753	240.563	37.773332	-121.177404		FR	1	 Off Ramp to Austin Rd				
1060510	99	N	10	77		5.037	240.847	37.776173	-121.181056	2.165	ML	3	 S/O On Ramp from Austin Rd				
1060610	99	N	10	77		5.037	240.847	37.776173	-121.181056		OR	1	 On Ramp from Austin Rd				
1060710	99	N	10	77		9.362	245.172	37.82839	-121.217245	4.662	ML	2	 S/O On Ramp from Lathrop Rd				
1060810	99	N	10	77		9.362	245.172	37.82839	-121.217245		OR	1	On Ramp from Lathrop Rd				
1060910	99	N	10	77		11.592	247.402	37.861307	-121.218601		OR	1	On Ramp from French Camp Rd				
1061010	99	N	10	77		11.592	247.402	37.861307	-121.218601		FR	1	Off Ramp to French Camp Rd				
1061110	99	N	10	77		13.008	248.818	37.881753	-121.219984		FR	1	Off Ramp to Frontage Rd				
1061210	99	N	10	77		13.008	248.818	37.881753	-121.219984		OR	1	On Ramp from Frontage Rd				
1061310	99	N	10	77		14.809	250.619	37.907626	-121.22386		OR	2	On Ramp from Arch Rd				
1061410	99	N	10	77		20.936	256.746	37.992978	-121.252916		FR	1	Off Ramp to Cherokee Rd				
1061510	99	N	10	77		21.046	256.856	37.994499	-121.253524		OR	1	On Ramp from Cherokee Rd				
1061610	99	N	10	77		24.089	259.899	38.038071	-121.258255		OR	1	On Ramp from Morada Ln				
1061710	99	N	10	77		25.276	261.086	38.055301	-121.259282		FR	1	Off Ramp to Eight Mile Rd				
1061810	99	N	10	77		25.37	261.18	38.056665	-121.259379		OR	1	On Ramp from Eight Mile Rd				
1061910	99	N	10	77		27.522	263.332	38.087326	-121.259916		FR	1	Off Ramp to Armstrong Rd				
1062010	99	N	10	77		28.836	264.646	38.10667	-121.259826		FR	1	Off Ramp to S. Lodi OC				
1062110	99	N	10	77	42202	30.911	266.721	38.136601	-121.257463		OR	2	 Ramp from Victor Rd				
1062210	99	N	10	77	42202	31.46	267.27	38.14405	-121.260724		OR	2	Cherokee Rd Connector				
1062310	99	N	10	77	42202	31.544	267.354	38.14524	-121.260989		OR	1	On Ramp from Turner Rd				
1062410	99	N	10	77		32.656	268.466	38.161374	-121.261672	1.574	ML	2	N/O Off Ramp to Woodbridge Rd				
1062510	99	N	10	77		32.656	268.466	38.161374	-121.261672		FR	1	Off Ramp to Woodbridge Rd				
1062610	99	N	10	77		32.746	268.556	38.162681	-121.261706		OR	1	On Ramp from Woodbridge Rd				
1062710	99	N	10	77		33.698	269.508	38.176499	-121.262235		FR	1	Off Ramp to Acampo Rd				
1062810	99	N	10	77		33.698	269.508	38.176499	-121.262235		OR	1	On Ramp from Acampo Rd				
1062910	99	N	10	77		35.647	271.457	38.204747	-121.262999	1.935	ML	2	N/O Off Ramp to Jahant Rd				
1063010	99	N	10	77		35.647	271.457	38.204747	-121.262999		FR	1	Off Ramp to Jahant Rd				
1063110	99	N	10	77		35.688	271.498	38.205341	-121.263057		OR	1	On Ramp from Jahant Rd				
1063210	99	N	10	77		36.406	272.216	38.21488	-121.268295		FR	1	Off Ramp to Collier Rd				
1063310	99	N	10	77		36.526	272.336	38.216443	-121.269283	1.049	ML	2	S/O On Ramp from Collier Rd				
1063410	99	N	10	77		36.526	272.336	38.216443	-121.269283		OR	1	On Ramp from Collier Rd				
1063510	99	N	10	77		37.745	273.555	38.232291	-121.279379	1.654	ML	2	S/O On Ramp from Liberty Rd				
1063610	99	N	10	77		37.745	273.555	38.232291	-121.279379		OR	1	On Ramp from Liberty Rd				
1063710	99	S	10	77		36.838	272.623	38.220455	-121.272085		OR	1	On Ramp from Collier Rd				
1063810	99	S	10	77		36.838	272.623	38.220455	-121.272085		FR	1	Off Ramp to Collier Rd				
1063910	99	S	10	77		37.973	273.758	38.235165	-121.28146	1.935	ML	2	S/O Off Ramp to Liberty Rd				
1064010	99	S	10	77		37.973	273.758	38.235165	-121.28146		FR	1	Off Ramp to Liberty Rd				
1064110	99	S	10	77		35.786	271.571	38.206724	-121.263672	2.14	ML	2	S/O Off Ramp to Jahant Rd				
1064210	99	S	10	77		35.786	271.571	38.206724	-121.263672		FR	1	Off Ramp to Jahant Rd				
1064310	99	S	10	77		35.651	271.436	38.204801	-121.263239		OR	1	On Ramp from Jahant Rd				
1064410	99	S	10	77		34.498	270.283	38.188092	-121.26277		FR	1	Off Ramp to Peltier Rd				
1064510	99	S	10	77		33.456	269.241	38.172986	-121.262364		OR	1	On Ramp from Acampo Rd				
1064610	99	S	10	77		33.691	269.476	38.176395	-121.26248	1.643	ML	2	S/O Off Ramp to Acampo Rd				
1064710	99	S	10	77		33.691	269.476	38.176395	-121.26248		FR	1	Off Ramp to Acampo Rd				
1064810	99	S	10	77	61026	0.701	236.486	37.73768	-121.118843		OR	1	On Ramp from Main St				
1064910	99	S	10	77	61026	1.081	236.866	37.741257	-121.124094		FR	1	Off Ramp to Main St				
1065010	99	S	10	77		2.081	237.866	37.749983	-121.138619	.342	ML	3	N/O On Ramp from Jack Tone Rd				
1065110	99	S	10	77		2.081	237.866	37.749983	-121.138619		OR	1	On Ramp from Jack Tone Rd				
1065210	99	S	10	77		2.589	238.374	37.754303	-121.145938	.288	ML	3	S/O Off Ramp to Jack Tone Rd				
1065310	99	S	10	77		2.589	238.374	37.754303	-121.145938		FR	1	Off Ramp to Jack Tone Rd				
1065410	99	S	10	77		4.556	240.341	37.771153	-121.17483	.497	ML	3	N/O On Ramp from Jack Tone Rd				
1065510	99	S	10	77		4.556	240.341	37.771153	-121.17483		OR	1	On Ramp from Jack Tone Rd				
1065610	99	S	10	77		5.047	240.832	37.776126	-121.181266		FR	1	Off Ramp to Austin Rd				
1065710	99	S	10	77	45484	8.995	244.78	37.825013	-121.217107	2.141	ML	2	S/O Off Ramp to Manteca OC				
1065810	99	S	10	77	45484	8.995	244.78	37.825013	-121.217107		FR	1	Off Ramp to Manteca OC				
1065910	99	S	10	77		9.315	245.1	37.830036	-121.217559	1.342	ML	2	N/O On Ramp from Lathrop Rd				
1066010	99	S	10	77		9.315	245.1	37.830036	-121.217559		OR	1	 On Ramp from Lathrop Rd				
1066110	99	S	10	77		9.39	245.175	37.831174	-121.217607		FR	1	Off Ramp to Lathrop Rd				
1066210	99	S	10	77		11.596	247.381	37.861366	-121.218866		OR	1	On Ramp from French Camp Rd				
1066310	99	S	10	77		11.68	247.465	37.862579	-121.218911	2.486	ML	2	S/O Off Ramp to French Camp Rd				
1066410	99	S	10	77		11.68	247.465	37.862579	-121.218911		FR	1	Off Ramp to French Camp Rd				
1066510	99	S	10	77		12.71	248.495	37.877441	-121.219918		FR	1	Off Ramp to Frontage Rd				
1066610	99	S	10	77		12.71	248.495	37.877441	-121.219918		OR	1	On Ramp from Frontage Rd				
1066710	99	S	10	77		14.289	250.074	37.900349	-121.221198	2.729	ML	2	N/O On Ramp from Arch Rd				
1066810	99	S	10	77		14.289	250.074	37.900349	-121.221198		OR	1	On Ramp from Arch Rd				
1066910	99	S	10	77		25.344	261.129	38.056288	-121.259536		FR	1	Off Ramp to Eight Mile Rd				
1067010	99	S	10	77		25.344	261.129	38.056288	-121.259536		OR	1	On Ramp from Eight Mile Rd				
1067110	99	S	10	77		27.584	263.369	38.088606	-121.260126		FR	1	Off Ramp to Armstrong Rd				
1067210	99	S	10	77		28.785	264.57	38.105951	-121.260159		FR	1	Off Ramp to Harney Lane				
1067310	99	S	10	77	42202	30.88	266.665	38.136131	-121.257674		OR	1	On Ramp from Victor Rd				
1067410	99	S	10	77	42202	30.88	266.665	38.136131	-121.257674		FR	1	Off Ramp to Victor Rd				
1067510	99	S	10	77	42202	31.35	267.135	38.142544	-121.260338		OR	1	On Ramp from Turner Rd				
1067610	99	S	10	77	42202	31.61	267.395	38.146194	-121.261344	1.7	ML	2	S/O Off Ramp to Turner Rd				
1067710	99	S	10	77	42202	31.61	267.395	38.146194	-121.261344		FR	1	Off Ramp to Turner Rd				
1067810	99	S	10	77		32.519	268.304	38.159386	-121.261849		FR	1	Off Ramp to Woodbridge Rd				
1067910	99	N	10	77		24.01	259.82	38.036925	-121.258235		FR	1	Off Ramp to Morada Lane				
1068010	205	W	10	77		1.176	2.106	37.742809	-121.534922		OR	2	On Ramp from Mtn House Pkwy				
1068110	205	E	10	77		1.3	2.23	37.742473	-121.532681		OR	2	On Ramp from Mtn House Pkwy				
1068210	99	N	10	77		9.171	244.981	37.825725	-121.217023		OR	1	On Ramp from Manteca OC				
1068310	99	N	10	77		9.171	244.981	37.825725	-121.217023		FR	1	Off Ramp to Lathrop Rd				
1068410	99	N	10	77		14.466	250.276	37.902861	-121.221952		FR	1	Off Ramp to Arch Rd				
1068610	99	N	10	77	42202	31.285	267.095	38.141687	-121.259623	1.403	ML	2	N/O Off Ramp to Turner Rd				
1068710	99	N	10	77	42202	31.285	267.095	38.141687	-121.259623		FR	1	Off Ramp to Turner Rd				
1068810	99	N	10	77	42202	29.531	265.341	38.116536	-121.257677		FR	2	Off Ramp to Kettleman Lane				
1068910	99	S	10	77		32.5	268.285	38.15911	-121.261845		OR	1	On Ramp from Woodbridge Rd				
1069010	99	S	10	77	42202	29.551	265.336	38.116847	-121.257837		FR	2	Off Ramp to Kettleman Ln				
1069110	99	S	10	77	42202	29.551	265.336	38.116847	-121.257837		OR	1	On Ramp from Kettleman Ln				
1069210	99	S	10	77		24.083	259.868	38.037979	-121.258463		OR	1	On Ramp from Morada Ln				
1069310	99	S	10	77		24.083	259.868	38.037979	-121.258463		FR	1	Off Ramp to Morada Ln				
1069410	99	S	10	77		20.849	256.634	37.991719	-121.252669		FR	2	Off Ramp to Cherokee Rd				
1069510	99	S	10	77		20.849	256.634	37.991719	-121.252669		OR	2	On Ramp from Cherokee Rd				
1069610	99	S	10	77		14.71	250.495	37.906199	-121.22354		FR	2	Off Ramp to Arch Rd				
1069710	120	E	10	77		R1.461	.968	37.788593	-121.284981		FR	1	Off to Yosemite Ave				
1069810	120	E	10	77		R1.461	.968	37.788593	-121.284981		OR	1	On from Yosemite Ave				
1069910	120	E	10	77		R3.329	2.836	37.783072	-121.254058		FR	2	Off Ramp to Airport Way				
1070010	120	E	10	77		R3.329	2.836	37.783072	-121.254058		OR	1	On Ramp from Airport Way				
1070110	120	E	10	77		R4.31	3.817	37.783151	-121.234139		FR	2	Off Ramp to Union Ave				
1070210	120	E	10	77		R4.31	3.817	37.783151	-121.234139		OR	1	On Ramp from Union Ave				
1070310	120	E	10	77		R5.3	4.807	37.783238	-121.21604		FR	1	Off Ramp to Main St				
1070410	120	E	10	77		R5.3	4.807	37.783238	-121.21604		OR	1	On Ramp from Main St				
1070510	120	W	10	77		R5.291	4.798	37.78352	-121.216208		OR	1	On Ramp from Main St				
1070610	120	W	10	77		R4.311	3.818	37.783466	-121.234121		OR	1	On Ramp from Union Ave				
1070710	120	W	10	77		R3.29	2.797	37.783356	-121.254861		OR	1	On Ramp from Airport Way				
1070810	120	W	10	77		R3.29	2.797	37.783356	-121.254861		FR	2	Off Ramp to Airport Way				
1070910	120	W	10	77		R1.356	.863	37.789385	-121.286711		OR	1	On Ramp from Yosemite Ave				
1071010	120	W	10	77		R1.356	.863	37.789385	-121.286711		FR	1	Off Ramp to Yosemite Ave				
1071110	99	N	10	77		27.554	263.364	38.087973	-121.259931		OR	1	On from Armstrong Rd				
1071210	99	N	10	77		28.442	264.252	38.101011	-121.260036		FR	1	Off to Harney Ln				
1071310	99	N	10	77		28.442	264.252	38.101011	-121.260036		OR	2	On from Harney Ln				
1071410	99	N	10	77	42202	29.692	265.502	38.118855	-121.257255	1.092	ML	2	S/O On from Kettleman Ln				
1071510	99	N	10	77	42202	29.692	265.502	38.118855	-121.257255		OR	1	On from Kettleman Ln				
1071610	99	N	10	77		31.971	267.781	38.15143	-121.261256		FR	1	Off to Mokelumne River UC				
1071710	99	N	10	77		31.971	267.781	38.15143	-121.261256		OR	1	On from Mokelumne River UC				
1071810	99	N	10	77		34.698	270.508	38.190993	-121.262605		FR	1	Off to Peltier Rd				
1071910	99	N	10	77		34.698	270.508	38.190993	-121.262605		OR	1	On from Peltier Rd				
1072010	99	N	10	77		37.696	273.506	38.231653	-121.278975		FR	1	Off to Liberty Rd				
1072110	99	S	10	77		37.781	273.566	38.232682	-121.279876		OR	1	On from Liberty Rd				
1072210	99	S	10	77		34.482	270.267	38.18786	-121.262766		OR	1	On from Peltier Rd				
1072310	99	S	10	77		32.049	267.834	38.152566	-121.261567		FR	1	Off to Mokelumne River UC				
1072410	99	S	10	77		32.049	267.834	38.152566	-121.261567		OR	1	On from Mokelumne River UC				
1072510	99	S	10	77		28.852	264.637	38.106906	-121.25999		OR	1	On from Cherokee Ln				
1072610	26	E	10	77		5.987	4.872	37.99593	-121.163917	4.855	CH	1	E/O Beecher Rd				
1072710	26	W	10	77		5.987	4.872	37.99593	-121.163917	4.855	CH	1	E/O Beecher Rd				
1072810	205	W	10	77	80238	R5.871	6.801	37.757751	-121.454541	.647	ML	4	W/O Corral Hollow Rd				
1073010	205	W	10	77		R4.952	5.882	37.75167	-121.46957	.46	ML	3	E/O Janney OH				
1073110	205	E	10	77		R4.454	5.384	37.747915	-121.47791	.918	ML	3	W/O Janney OH				
1073210	5	N	10	77		41.316	486.808	38.14089	-121.399039	.302	ML	2	S/O Turner Rd				
1073310	5	S	10	77		41.316	486.808	38.14088	-121.399398	.297	ML	2	S/O Turner Rd				
1073410	5	N	10	77	75000	33.026	478.518	38.026124	-121.361009	.388	ML	3	N/O Hammer Lane				
1073510	5	S	10	77	75000	33.026	478.518	38.026057	-121.361321	.661	ML	3	N/O Hammer Lane				
1073610	4	E	10	77		6.031	54.293	37.90218	-121.466815	2.5	CH	1	E/O Tracy Blvd				
1073710	4	W	10	77		6.031	54.293	37.902187	-121.4668	2.5	CH	1	E/O Tracy Blvd				
1073810	4	E	10	77		6.031	54.293	37.90218	-121.466815	.755	CH	1	W/O Tracy Blvd				
1073910	4	W	10	77		6.031	54.293	37.902187	-121.4668	.755	CH	1	W/O Tracy Blvd				
1074010	88	W	10	77		9.623	9.593	38.101869	-121.178372	2.5	CH	1	E/O Harney Ln				
1074110	88	E	10	77		9.623	9.593	38.10186	-121.178375	2.5	CH	1	E/O Harney Ln				
1074210	88	W	10	77		9.623	9.593	38.101869	-121.178372	2.5	CH	1	W/O Harney Ln				
1074310	88	E	10	77		9.623	9.593	38.10186	-121.178375	2.5	CH	1	W/O Harney Ln				
1074410	99	N	10	77	61026	0.793	236.603	37.738783	-121.119875	1.042	ML	3	N/O On from Main St				
1074510	26	E	10	77		20.277	19.144	38.094217	-120.945259	2.525	CH	1	W/O Wimer Rd				
1074610	26	W	10	77		20.277	19.144	38.094225	-120.94525	2.525	CH	1	W/O Wimer Rd				
1074710	26	E	10	77		20.328	19.195	38.094768	-120.944645	.23	CH	1	E/O Wimer Rd				
1074810	26	W	10	77		20.328	19.195	38.094776	-120.944636	.23	CH	1	E/O Wimer Rd				
1074910	26	W	10	9		1.162	20.535	38.102729	-120.922565		CH	1	W/O Warren Rd				
1075010	26	E	10	9		1.162	20.535	38.10273	-120.922562	1.179	CH	2	W/O Warren Rd				
1075110	26	W	10	9		1.25	20.623	38.103425	-120.921159		CH	1	E/O Warren Rd				
1075210	26	E	10	9		1.25	20.623	38.103426	-120.921156		CH	1	E/O Warren Rd				
1075310	26	E	10	9		1.851	21.224	38.104829	-120.910384	.383	CH	1	W/O Milton Rd				
1075410	26	W	10	9		1.851	21.224	38.104829	-120.910386	.383	CH	1	W/O Milton Rd				
1075510	26	E	10	9		2.018	21.391	38.105976	-120.90862	2.583	CH	1	E/O Milton Rd				
1075610	26	W	10	9		2.018	21.391	38.105975	-120.90862	2.583	CH	2	E/O Milton Rd				
1075710	99	S	10	47		25.362	198.683	37.362026	-120.653831	1.403	ML	3	N/O Westside Blvd				
1075810	99	S	10	47		25.362	198.683	37.362026	-120.653831		FR	1	Off to Westside Blvd				
1075910	99	N	10	47		25.362	198.708	37.362242	-120.653783	1.532	ML	3	N/O Westside Blvd				
1076010	99	N	10	47		25.362	198.708	37.362242	-120.653783		OR	1	On from Westside Blvd				
1076110	99	S	10	47		24.675	197.996	37.358	-120.642851	.562	ML	3	S/O Westside Blvd				
1076210	99	S	10	47		24.675	197.996	37.358	-120.642851		OR	1	On from Westside Blvd				
1076310	99	S	10	99		22.59	233.625	37.709186	-121.081512	.993	ML	3	N/O Rte 219/Kiernan Ave				
1076410	99	S	10	77	61026	4.037	239.822	37.766547	-121.167356	.703	ML	3	S/O Austin Rd				
1076510	99	S	10	77	61026	2.971	238.756	37.757347	-121.151735	.281	ML	3	N/O Off to Jack Tone Rd				
1076610	99	S	10	77		2.394	238.179	37.753074	-121.142741	.253	ML	3	S/O On from Jack Tone Rd				
1076910	99	N	10	99		R5.089	215.841	37.514544	-120.88151	4.12	ML	3	N/O Fulkerth Rd				
1077010	99	S	10	99		R5.089	215.816	37.51446	-120.881759	4.356	ML	3	N/O Fulkerth Rd				
1077110	5	N	10	77	75000	34.024	479.516	38.0398	-121.366855	.525	ML	3	S/O Eight Mile Rd				
1077210	5	N	10	77	75000	34.522	480.014	38.046814	-121.36903	.48	ML	3	S/O Eight Mile Rd				
1077310	5	N	10	77	75000	34.985	480.477	38.053311	-121.37105	.499	ML	3	S/O Eight Mile Rd				
1077410	5	S	10	77	75000	33.98	479.472	38.039131	-121.366967	.736	ML	3	S/O Eight Mile Rd				
1077510	12	E	10	77		10.678	80.462	38.116139	-121.388574	2.705	ML	1	W/O Flag City Blvd				
1077610	12	W	10	77		10.678	80.462	38.116139	-121.388573	2.705	ML	1	W/O Flag City Blvd				
1077710	12	W	10	77		9.588	79.372	38.116063	-121.40859	.628	ML	1	W/O I-5				
1077810	12	E	10	77		9.588	79.372	38.116062	-121.408578	.628	ML	2	W/O I-5				
1077910	5	N	10	77		41.099	486.591	38.13775	-121.399028	2.609	ML	2	S/O Turner Rd				
1078010	5	N	10	77		41.704	487.196	38.146505	-121.39901	.455	ML	2	N/O Turner Rd				
1078110	5	N	10	77		42.226	487.718	38.154079	-121.399201	.498	ML	2	S/O Woodbridge Rd				
1078210	5	N	10	77		42.7	488.192	38.160951	-121.399345	2.737	ML	2	N/O Woodbridge Rd				
1078310	5	S	10	77		42.7	488.192	38.160955	-121.399694	2.749	ML	2	N/O Woodbridge Rd				
1078410	5	S	10	77		42.201	487.693	38.153714	-121.399541	.509	ML	2	S/O Woodbridge Rd				
1078510	5	S	10	77		41.681	487.173	38.146172	-121.399352	.442	ML	2	N/O Turner Rd				
1078610	5	S	10	77		41.085	486.577	38.137531	-121.399381	2.615	ML	2	S/O Turner Rd				
1078710	5	S	10	77	75000	34.971	480.463	38.053068	-121.371312	.493	ML	3	S/O Eight Mile Rd				
1078810	12	W	10	67		3.606	67.202	38.140123	-121.624323	2.526	ML	1	W/O Jackson Slough Rd				
1078910	12	E	10	67		3.606	67.202	38.140121	-121.624316	2.526	ML	2	W/O Jackson Slough Rd				
1079010	12	W	10	67		3.658	67.254	38.139868	-121.623427	.985	ML	2	E/O Jackson Slough Rd				
1079110	12	E	10	67		3.658	67.254	38.139866	-121.62342	.985	ML	1	E/O Jackson Slough Rd				
1079210	12	W	10	67		5.575	69.171	38.130409	-121.590456	.985	ML	1	W/O Terminous Rd				
1079310	12	E	10	67		5.575	69.171	38.130409	-121.590456	.985	ML	1	W/O Terminous Rd				
1079410	12	W	10	67		5.63	69.226	38.130038	-121.589566	.098	ML	1	E/O Terminous Rd				
1079510	12	E	10	67		5.63	69.226	38.130038	-121.589566	.098	ML	1	E/O Terminous Rd				
1079610	12	W	10	67		5.772	69.368	38.129053	-121.587286	.113	ML	1	W/O Brannon Island Rd				
1079710	12	E	10	67		5.772	69.368	38.129053	-121.587286	.113	ML	2	W/O Brannon Island Rd				
1079810	12	W	10	67		5.857	69.453	38.128458	-121.585923	.389	ML	2	E/O Brannon Island Rd				
1079910	12	E	10	67		5.857	69.453	38.128458	-121.585923	.389	ML	2	E/O Brannon Island Rd				
1080010	12	E	10	77		5.314	75.098	38.115377	-121.487034	2.55	ML	2	W/O Tower Park Way				
1080110	12	W	10	77		5.314	75.098	38.115377	-121.487035	2.55	ML	2	W/O Tower Park Way				
1080210	12	E	10	77		5.413	75.197	38.115384	-121.485219	1.732	ML	2	E/O Tower Park Way				
1080310	12	W	10	77		5.413	75.197	38.115384	-121.485219	1.732	ML	2	E/O Tower Park Way				
1080410	12	W	10	77		8.779	78.563	38.116027	-121.423523	1.722	ML	1	W/O Guard Rd				
1080510	12	E	10	77		8.779	78.563	38.116027	-121.423523	1.722	ML	2	W/O Guard Rd				
1080610	12	W	10	77		8.857	78.641	38.116029	-121.422088	.405	ML	2	E/O Guard Rd				
1080710	12	E	10	77		8.857	78.641	38.116029	-121.422087	.405	ML	2	E/O Guard Rd				
1080810	12	E	10	77		10.113	79.897	38.115897	-121.398898	.339	ML	3	W/O I-5				
1080910	12	W	10	77		10.113	79.897	38.11608	-121.398903	.339	ML	2	W/O I-5				
1081010	12	W	10	77		10.113	79.897	38.11608	-121.398903		FR	1	Off Ramp to SB I-5				
1081110	12	E	10	77		10.267	80.051	38.115895	-121.396055	.283	ML	4	E/O I-5				
1081210	12	W	10	77		10.267	80.051	38.11609	-121.396063	.283	ML	2	E/O I-5				
1081310	12	W	10	77		10.267	80.051	38.11609	-121.396063		FR	1	Off Ramp to NB I-5				
1081410	108	W	10	109		5.567	24.543	37.982191	-120.296785	2.333	ML	2	W/O Via Este Rd				
1081510	108	E	10	109		5.567	24.628	37.982179	-120.296799	2.333	ML	2	W/O Via Este Rd				
1081610	108	E	10	109		4.684	23.745	37.97966	-120.309281	.839	ML	1	W/O Seaborn Rd				
1081710	108	W	10	109		4.684	23.66	37.979663	-120.309281	.839	ML	1	W/O Seaborn Rd				
1081810	108	E	10	109		T4.271	22.95	37.977255	-120.322992	.494	ML	1	W/O Peaceful Oak Rd				
1081910	108	E	10	109		T4.271	22.95	37.977255	-120.322992		FR	1	Off Ramp to Peaceful Oak Rd				
